Año,Mes,Departamento,Victimario,Edad,Lugar de los hechos,Metodos de eliminacion
2018,Agosto,Cauca,Excompañero permanente,71,Vivienda de la victima,Metodo Desconocido
2018,Agosto,Cauca,Compañero permanente,64,Lugar de trabajo de la victima,Golpeada
2018,Agosto,Cauca,Victimario Desconocido,35,Vivienda del victimario,Apuñalada
2018,Agosto,Cauca,Compañero permanente,30,Zona verde urbana,Apuñalada
2018,Agosto,Cauca,Victimario Desconocido,72,Vivienda de la victima,Baleada
2018,Agosto,Guajira,Victimario Desconocido,29,Lugar Desconocido,Baleada
2018,Agosto,Guajira,Victimario Desconocido,18,Lugar Desconocido,Apuñalada
2018,Agosto,Guajira,Victimario Desconocido,38,Otros lugares,Apuñalada
2018,Agosto,Guajira,Victimario Desconocido,26,Vivienda de la victima,Baleada
2018,Agosto,Norte de Santander,Victimario Desconocido,39,Vivienda de la victima,Golpeada
2018,Agosto,Norte de Santander,Compañero permanente,23,Vivienda de la victima,Apuñalada
2018,Agosto,Norte de Santander,Victimario Desconocido,56,En una calle del barrio de la victima,Baleada
2018,Agosto,Santander,Victimario Desconocido,20,Vivienda de la victima,Baleada
2018,Agosto,Santander,Victimario Desconocido,29,Vivienda de la victima,Apuñalada
2018,Agosto,Santander,Victimario Desconocido,24,Local comercial,Baleada
2018,Agosto,Meta,Excompañero permanente,78,Vivienda de la victima,Baleada
2018,Agosto,Meta,Sicario,21,Vivienda de la victima,Baleada
2018,Agosto,Meta,Victimario Desconocido,34,Local comercial,Metodo Desconocido
2018,Agosto,Tolima,Victimario Desconocido,29,Vivienda de la victima,Apuñalada
2018,Agosto,Tolima,Compañero permanente,36,Vivienda de la victima,Baleada
2018,Agosto,Tolima,Victimario Desconocido,40,Zona verde urbana,Lanzada
2018,Agosto,Cesar,Victimario Desconocido,29,Vivienda de la victima,Apuñalada
2018,Agosto,Cesar,Victimario Desconocido,26,Via urbana,Asfixiada
2018,Agosto,Cesar,Victimario Desconocido,29,Otros lugares,Estrangulada
2018,Agosto,Caqueta,Victimario Desconocido,25,Transporte privado,Baleada
2018,Agosto,Caqueta,Familiar,29,Lugar Desconocido,Golpeada
2018,Agosto,Caqueta,Victimario Desconocido,72,Transporte publico,Baleada
2018,Agosto,Cordoba,Victimario Desconocido,20,Via urbana,Baleada
2018,Agosto,Cordoba,Compañero permanente,29,Lugar Desconocido,Apuñalada
2018,Agosto,Cundinamarca,Victimario Desconocido,27,Lugar Desconocido,Apuñalada
2018,Agosto,Cundinamarca,Victimario Desconocido,29,Vivienda de un tercero,Baleada
2018,Agosto,Boyaca,Compañero permanente,29,Transporte privado,Baleada
2018,Agosto,Boyaca,Compañero permanente,29,Vivienda de la victima,Metodo Desconocido
2018,Agosto,Casanare,Compañero permanente,29,Vivienda de la victima,Metodo Desconocido
2018,Agosto,Arauca,Sicario,29,Lugar Desconocido,Golpeada
2018,Agosto,Putumayo,Victimario Desconocido,21,Vivienda de la victima,Apuñalada
2018,Agosto,Huila,Victimario Desconocido,29,Via urbana,Apuñalada
2018,Agosto,Bolivar,Victimario Desconocido,51,Lugar Desconocido,Metodo Desconocido
2018,Agosto,Risaralda,Victimario Desconocido,29,Via urbana,Apuñalada
2018,Septiembre,Antioquia,Compañero permanente,22,Vivienda del victimario,Asfixiada
2018,Septiembre,Antioquia,Victimario Desconocido,29,Vivienda de la victima,Baleada
2018,Septiembre,Antioquia,Victimario Desconocido,29,Via urbana,Baleada
2018,Septiembre,Antioquia,Conyuge,50,Vivienda de la victima,Golpeada
2018,Septiembre,Antioquia,Victimario Desconocido,53,Vivienda de la victima,Baleada
2018,Septiembre,Antioquia,Victimario Desconocido,57,Local comercial,Baleada
2018,Septiembre,Antioquia,Excompañero permanente,37,Vivienda de un tercero,Baleada
2018,Septiembre,Antioquia,Victimario Desconocido,29,Via urbana,Baleada
2018,Septiembre,Antioquia,Militar,29,Hotel,Baleada
2018,Septiembre,Valle del Cauca,Excompañero permanente,24,Via urbana,Baleada
2018,Septiembre,Valle del Cauca,Victimario Desconocido,29,Via urbana,Degollada
2018,Septiembre,Valle del Cauca,Familiar,22,Local comercial,Baleada
2018,Septiembre,Valle del Cauca,Victimario Desconocido,25,Vivienda de la victima,Asfixiada
2018,Septiembre,Valle del Cauca,Compañero permanente,29,Vivienda de la victima,Baleada
2018,Septiembre,Valle del Cauca,Victimario Desconocido,23,Vivienda de la victima,Baleada
2018,Septiembre,Putumayo,Sicario,69,Vivienda de la victima,Baleada
2018,Septiembre,Putumayo,Victimario Desconocido,37,Transporte privado,Baleada
2018,Septiembre,Putumayo,Estructuras armadas,29,Vivienda de la victima,Golpeada
2018,Septiembre,Cauca,Victimario Desconocido,47,Zona rural,Baleada
2018,Septiembre,Cauca,Conocido,15,Via urbana,Baleada
2018,Septiembre,Cauca,Victimario Desconocido,21,En una calle del barrio de la victima,Apuñalada
2018,Septiembre,Santander,Conyuge,38,Vivienda de la victima,Baleada
2018,Septiembre,Santander,Sicario,27,Local comercial,Cortada
2018,Septiembre,Magdalena,Familiar,55,Lugar Desconocido,Apuñalada
2018,Septiembre,Magdalena,Conocido,31,Vivienda de la victima,Asfixiada
2018,Septiembre,Bogota,Victimario Desconocido,36,Vivienda de la victima,Baleada
2018,Septiembre,Bogota,Victimario Desconocido,52,Lugar Desconocido,Apuñalada
2018,Septiembre,Atlantico,Sicario,29,Vivienda de la victima,Baleada
2018,Septiembre,Atlantico,Sicario,29,Vivienda de la victima,Baleada
2018,Septiembre,Quindio,Victimario Desconocido,29,Lugar Desconocido,Baleada
2018,Septiembre,Bolivar,Victimario Desconocido,27,Lugar Desconocido,Baleada
2018,Septiembre,Casanare,Victimario Desconocido,11,Local comercial,Baleada
2018,Septiembre,Vaupes,Victimario Desconocido,16,Zona rural,Metodo Desconocido
2018,Septiembre,Norte de Santander,Novio,27,Lugar Desconocido,Baleada
2018,Septiembre,Cordoba,Sicario,26,Via urbana,Apuñalada
2018,Septiembre,Cesar,Banda criminal,29,Lugar de trabajo de la victima,Apuñalada
2018,Septiembre,Caqueta,Sicario,56,Espacio publico deportivo,Estrangulada
2018,Septiembre,Cundinamarca,Banda criminal,15,Vivienda de la victima,Golpeada
2018,Octubre,Antioquia,Vecino,29,Vivienda de la victima,Apuñalada
2018,Octubre,Antioquia,Victimario Desconocido,20,Lugar Desconocido,Baleada
2018,Octubre,Antioquia,Victimario Desconocido,53,Via rural,Estrangulada
2018,Octubre,Antioquia,Victimario Desconocido,28,Lugar Desconocido,Apuñalada
2018,Octubre,Antioquia,Conocido,29,Vivienda de la victima,Cortada
2018,Octubre,Antioquia,Victimario Desconocido,29,Vivienda de la victima,Baleada
2018,Octubre,Antioquia,Compañero permanente,24,Vivienda de la victima,Baleada
2018,Octubre,Antioquia,Victimario Desconocido,0,Vivienda de la victima,Apuñalada
2018,Octubre,Antioquia,Familiar,21,Zona rural,Apuñalada
2018,Octubre,Antioquia,Victimario Desconocido,29,Vivienda de la victima,Baleada
2018,Octubre,Antioquia,Sicario,67,Zona rural,Baleada
2018,Octubre,Antioquia,Banda criminal,15,Vivienda de la victima,Baleada
2018,Octubre,Antioquia,Victimario Desconocido,25,Vivienda de la victima,Baleada
2018,Octubre,Antioquia,Victimario Desconocido,42,Lugar Desconocido,Asfixiada
2018,Octubre,Antioquia,Victimario Desconocido,29,Lugar Desconocido,Explosion
2018,Octubre,Valle del Cauca,Compañero permanente,29,Vivienda de la victima,Metodo Desconocido
2018,Octubre,Valle del Cauca,Victimario Desconocido,44,Vivienda de un tercero,Baleada
2018,Octubre,Valle del Cauca,Excompañero permanente,22,Vivienda de la victima,Metodo Desconocido
2018,Octubre,Valle del Cauca,Conyuge,29,Vivienda de la victima,Baleada
2018,Octubre,Valle del Cauca,Victimario Desconocido,52,Via urbana,Apuñalada
2018,Octubre,Valle del Cauca,Excompañero permanente,30,Via urbana,Baleada
2018,Octubre,Valle del Cauca,Excompañero permanente,36,Via urbana,Baleada
2018,Octubre,Valle del Cauca,Compañero permanente,29,Vivienda del victimario,Baleada
2018,Octubre,Valle del Cauca,Victimario Desconocido,14,Vivienda de la victima,Apuñalada
2018,Octubre,Valle del Cauca,Excompañero permanente,26,Hotel,Baleada
2018,Octubre,Cauca,Sicario,45,Vivienda de la victima,Baleada
2018,Octubre,Cauca,Victimario Desconocido,29,Lugar Desconocido,Asfixiada
2018,Octubre,Cauca,Excompañero permanente,32,Local comercial,Asfixiada
2018,Octubre,Cauca,Victimario Desconocido,33,Local comercial,Apuñalada
2018,Octubre,Cauca,Compañero permanente,25,Via urbana,Baleada
2018,Octubre,Cauca,Victimario Desconocido,16,Vivienda de la victima,Golpeada
2018,Octubre,Cauca,Victimario Desconocido,29,Lugar Desconocido,Apuñalada
2018,Octubre,Cauca,Victimario Desconocido,15,Vivienda de la victima,Baleada
2018,Octubre,Risaralda,Victimario Desconocido,29,Via urbana,Apuñalada
2018,Octubre,Risaralda,Victimario Desconocido,57,Vivienda del victimario,Apuñalada
2018,Octubre,Risaralda,Excompañero permanente,21,Lugar Desconocido,Baleada
2018,Octubre,Risaralda,Novio,21,Vivienda de la victima,Apuñalada
2018,Octubre,Atlantico,Excompañero permanente,29,Vivienda de la victima,Baleada
2018,Octubre,Atlantico,Conyuge,40,Zona rural,Baleada
2018,Octubre,Atlantico,Victimario Desconocido,39,Lugar Desconocido,Baleada
2018,Octubre,Atlantico,Victimario Desconocido,29,Via urbana,Lanzada
2018,Octubre,Cordoba,Sicario,29,Vivienda de la victima,Baleada
2018,Octubre,Cordoba,Sicario,29,Vivienda de la victima,Baleada
2018,Octubre,Cordoba,Victimario Desconocido,20,Via urbana,Degollada
2018,Octubre,Quindio,Conyuge,35,Vivienda de la victima,Baleada
2018,Octubre,Quindio,Victimario Desconocido,26,Vivienda de la victima,Baleada
2018,Octubre,Quindio,Victimario Desconocido,2,Vivienda de la victima,Apuñalada
2018,Octubre,Norte de Santander,Compañero permanente,22,Lugar Desconocido,Asfixiada
2018,Octubre,Norte de Santander,Victimario Desconocido,41,Via urbana,Apuñalada
2018,Octubre,Bogota,Victimario Desconocido,31,Zona rural,Baleada
2018,Octubre,Bogota,Victimario Desconocido,29,Zona verde urbana,Asfixiada
2018,Octubre,Santander,Victimario Desconocido,21,Vivienda de la victima,Apuñalada
2018,Octubre,Santander,Victimario Desconocido,49,Via urbana,Apuñalada
2018,Octubre,Cundinamarca,Conyuge,29,Zona rural,Baleada
2018,Octubre,Cundinamarca,Victimario Desconocido,29,Via urbana,Metodo Desconocido
2018,Octubre,Tolima,Victimario Desconocido,29,Vivienda de la victima,Apuñalada
2018,Octubre,Cesar,Sicario,27,Vivienda de la victima,Baleada
2018,Octubre,Bolivar,Victimario Desconocido,38,Lugar Desconocido,Golpeada
2018,Octubre,Caqueta,Victimario Desconocido,11,Via rural,Apuñalada
2018,Octubre,Magdalena,Victimario Desconocido,61,Lugar Desconocido,Golpeada
2018,Octubre,Nariño,Sicario,29,Via rural,Baleada
2018,Octubre,Putumayo,Compañero permanente,23,Vivienda de la victima,Baleada
2018,Noviembre,Antioquia,Excompañero permanente,29,Lugar Desconocido,Baleada
2018,Noviembre,Antioquia,Victimario Desconocido,57,Vivienda de la victima,Metodo Desconocido
2018,Noviembre,Antioquia,Victimario Desconocido,21,Via urbana,Baleada
2018,Noviembre,Antioquia,Victimario Desconocido,25,Via urbana,Baleada
2018,Noviembre,Antioquia,Compañero permanente,29,Lugar Desconocido,Degollada
2018,Noviembre,Antioquia,Excompañero permanente,29,Vivienda de la victima,Estrangulada
2018,Noviembre,Antioquia,Victimario Desconocido,30,Via urbana,Apuñalada
2018,Noviembre,Antioquia,Victimario Desconocido,24,Via rural,Baleada
2018,Noviembre,Antioquia,Victimario Desconocido,29,Vivienda de la victima,Apuñalada
2018,Noviembre,Antioquia,Sicario,40,Via urbana,Apuñalada
2018,Noviembre,Antioquia,Victimario Desconocido,63,Lugar Desconocido,Baleada
2018,Noviembre,Cauca,Excompañero permanente,27,Local comercial,Apuñalada
2018,Noviembre,Cauca,Conocido,16,Local comercial,Baleada
2018,Noviembre,Cauca,Victimario Desconocido,23,Vivienda de la victima,Baleada
2018,Noviembre,Cauca,Sicario,20,Via urbana,Baleada
2018,Noviembre,Cauca,Conocido,60,Vivienda de la victima,Apuñalada
2018,Noviembre,Cauca,Victimario Desconocido,23,Vivienda de la victima,Baleada
2018,Noviembre,Atlantico,Banda criminal,36,Zona verde urbana,Baleada
2018,Noviembre,Atlantico,Familiar,29,Local comercial,Golpeada
2018,Noviembre,Atlantico,Victimario Desconocido,45,Local comercial,Apuñalada
2018,Noviembre,Atlantico,Victimario Desconocido,38,Vivienda de la victima,Baleada
2018,Noviembre,Valle del Cauca,Conocido,28,Lugar Desconocido,Baleada
2018,Noviembre,Valle del Cauca,Victimario Desconocido,42,Local comercial,Golpeada
2018,Noviembre,Valle del Cauca,Delincuencia organizada,20,Hotel,Apuñalada
2018,Noviembre,Nariño,Victimario Desconocido,35,Zona verde urbana,Asfixiada
2018,Noviembre,Nariño,Victimario Desconocido,29,Vivienda de la victima,Golpeada
2018,Noviembre,Quindio,Victimario Desconocido,33,Local comercial,Baleada
2018,Noviembre,Quindio,Victimario Desconocido,33,Via urbana,Apuñalada
2018,Noviembre,Norte de Santander,Compañero permanente,26,Hotel,Metodo Desconocido
2018,Noviembre,Norte de Santander,Sicario,15,Via urbana,Baleada
2018,Noviembre,Huila,Victimario Desconocido,52,Lugar Desconocido,Baleada
2018,Noviembre,Huila,Conocido,29,Via urbana,Baleada
2018,Noviembre,Risaralda,Familiar,25,Transporte privado,Estrangulada
2018,Noviembre,Bolivar,Victimario Desconocido,29,Vivienda de la victima,Baleada
2018,Noviembre,Meta,Victimario Desconocido,31,Vivienda de la victima,Baleada
2018,Noviembre,Boyaca,Compañero permanente,29,Vivienda de la victima,Baleada
2018,Noviembre,Casanare,Compañero permanente,22,Lugar de trabajo de la victima,Baleada
2018,Noviembre,Magdalena,Conocido,29,Via urbana,Baleada
2018,Noviembre,Bogota,Victimario Desconocido,32,Lugar Desconocido,Apuñalada
2018,Noviembre,Guajira,Compañero permanente,29,Vivienda de la victima,Baleada
2018,Diciembre,Valle del Cauca,Compañero permanente,29,Via urbana,Metodo Desconocido
2018,Diciembre,Valle del Cauca,Conocido,29,Zona rural,Baleada
2018,Diciembre,Valle del Cauca,Sicario,29,Vivienda de la victima,Asfixiada
2018,Diciembre,Valle del Cauca,Victimario Desconocido,38,Lugar Desconocido,Apuñalada
2018,Diciembre,Valle del Cauca,Conocido,17,Vivienda de la victima,Baleada
2018,Diciembre,Valle del Cauca,Compañero permanente,29,Vivienda de la victima,Baleada
2018,Diciembre,Valle del Cauca,Conocido,26,Via rural,Apuñalada
2018,Diciembre,Valle del Cauca,Victimario Desconocido,57,Vivienda de la victima,Apuñalada
2018,Diciembre,Valle del Cauca,Conocido,21,Via urbana,Golpeada
2018,Diciembre,Cordoba,Excompañero permanente,33,Local comercial,Baleada
2018,Diciembre,Cordoba,Victimario Desconocido,29,Vivienda de un tercero,Apuñalada
2018,Diciembre,Cordoba,Compañero permanente,38,Lugar de trabajo de la victima,Apuñalada
2018,Diciembre,Cordoba,Victimario Desconocido,28,Via urbana,Baleada
2018,Diciembre,Cauca,Victimario Desconocido,32,Lugar Desconocido,Baleada
2018,Diciembre,Cauca,Militar,20,Via urbana,Metodo Desconocido
2018,Diciembre,Cauca,Sicario,61,Vivienda de la victima,Metodo Desconocido
2018,Diciembre,Cauca,Victimario Desconocido,40,Vivienda de la victima,Apuñalada
2018,Diciembre,Guajira,Victimario Desconocido,31,Vivienda de la victima,Metodo Desconocido
2018,Diciembre,Guajira,Victimario Desconocido,29,Vivienda de la victima,Baleada
2018,Diciembre,Guajira,Victimario Desconocido,29,Vivienda de la victima,Baleada
2018,Diciembre,Antioquia,Victimario Desconocido,25,Centro medico,Golpeada
2018,Diciembre,Antioquia,Familiar,32,Vivienda de la victima,Baleada
2018,Diciembre,Antioquia,Excompañero permanente,21,Transporte publico,Explosion
2018,Diciembre,Bogota,Sicario,29,Hotel,Metodo Desconocido
2018,Diciembre,Bogota,Victimario Desconocido,29,Vivienda de la victima,Baleada
2018,Diciembre,Bogota,Excompañero permanente,47,Via urbana,Estrangulada
2018,Diciembre,Santander,Victimario Desconocido,42,Via urbana,Baleada
2018,Diciembre,Santander,Sicario,36,Via urbana,Apuñalada
2018,Diciembre,Sucre,Excompañero permanente,29,Local comercial,Baleada
2018,Diciembre,Sucre,Sicario,27,Vivienda de la victima,Baleada
2018,Diciembre,Norte de Santander,Excompañero permanente,62,Via urbana,Baleada
2018,Diciembre,Norte de Santander,Sicario,20,Via urbana,Estrangulada
2018,Diciembre,Meta,Victimario Desconocido,29,Zona rural,Golpeada
2018,Diciembre,Meta,Compañero permanente,22,Via urbana,Baleada
2018,Diciembre,Caqueta,Conocido,29,Vivienda de la victima,Apuñalada
2018,Diciembre,Caqueta,Familiar,22,En una calle del barrio de la victima,Cortada
2018,Diciembre,Casanare,Compañero permanente,26,Vivienda de un tercero,Baleada
2018,Diciembre,Casanare,Victimario Desconocido,23,Vivienda de la victima,Baleada
2018,Diciembre,Tolima,Compañero permanente,34,Vivienda de la victima,Baleada
2018,Diciembre,Huila,Victimario Desconocido,29,Vivienda de la victima,Baleada
2018,Diciembre,Boyaca,Familiar,52,Vivienda de la victima,Baleada
2018,Diciembre,Nariño,Victimario Desconocido,15,Lugar de trabajo de la victima,Metodo Desconocido
2019,Enero,Valle del Cauca,Sicario,30,En una calle del barrio de la victima,Baleada
2019,Enero,Valle del Cauca,Victimario Desconocido,25,Via urbana,Apuñalada
2019,Enero,Valle del Cauca,Victimario Desconocido,23,Via urbana,Baleada
2019,Enero,Valle del Cauca,Sicario,34,Via urbana,Baleada
2019,Enero,Valle del Cauca,Victimario Desconocido,28,Vivienda de la victima,Baleada
2019,Enero,Valle del Cauca,Banda criminal,25,En una calle del barrio de la victima,Baleada
2019,Enero,Valle del Cauca,Compañero permanente,53,Lugar Desconocido,Estrangulada
2019,Enero,Atlantico,Victimario Desconocido,58,Vivienda de la victima,Apuñalada
2019,Enero,Atlantico,Banda criminal,78,Via urbana,Baleada
2019,Enero,Atlantico,Sicario,4,En una calle del barrio de la victima,Baleada
2019,Enero,Atlantico,Banda criminal,18,Vivienda de la victima,Baleada
2019,Enero,Atlantico,Victimario Desconocido,30,Vivienda de la victima,Baleada
2019,Enero,Atlantico,Compañero permanente,21,Vivienda de la victima,Baleada
2019,Enero,Norte de Santander,Banda criminal,40,Via urbana,Baleada
2019,Enero,Norte de Santander,Victimario Desconocido,43,Zona rural,Baleada
2019,Enero,Norte de Santander,Sicario,24,Via urbana,Baleada
2019,Enero,Norte de Santander,Victimario Desconocido,24,Via urbana,Baleada
2019,Enero,Antioquia,Victimario Desconocido,25,Vivienda de la victima,Baleada
2019,Enero,Antioquia,Victimario Desconocido,23,Via urbana,Apuñalada
2019,Enero,Antioquia,Victimario Desconocido,34,Via urbana,Apuñalada
2019,Enero,Cauca,Exnovio,20,Zona rural,Apuñalada
2019,Enero,Cauca,Compañero permanente,35,Vivienda de la victima,Baleada
2019,Enero,Cauca,Compañero permanente,31,Vivienda de la victima,Baleada
2019,Enero,Tolima,Exnovio,21,Vivienda de la victima,Apuñalada
2019,Enero,Tolima,Excompañero permanente,39,Vivienda de la victima,Baleada
2019,Enero,Tolima,Victimario Desconocido,41,Via urbana,Baleada
2019,Enero,Cesar,Conyuge,59,Vivienda de la victima,Degollada
2019,Enero,Cesar,Conyuge,56,Vivienda de la victima,Baleada
2019,Enero,Nariño,Familiar,43,Vivienda de la victima,Baleada
2019,Enero,Nariño,Victimario Desconocido,48,Vivienda de la victima,Golpeada
2019,Enero,Meta,Conocido,12,Via urbana,Golpeada
2019,Enero,Meta,Excompañero permanente,20,Zona rural,Metodo Desconocido
2019,Enero,Bogota,Victimario Desconocido,27,Lugar Desconocido,Baleada
2019,Enero,Bogota,Victimario Desconocido,62,Vivienda de la victima,Apuñalada
2019,Enero,Bolivar,Victimario Desconocido,60,Lugar de trabajo de la victima,Asfixiada
2019,Enero,Santander,Victimario Desconocido,63,Lugar Desconocido,Metodo Desconocido
2019,Enero,Caldas,Victimario Desconocido,4,En una calle del barrio de la victima,Baleada
2019,Enero,Magdalena,Victimario Desconocido,60,Zona rural,Baleada
2019,Enero,Arauca,Victimario Desconocido,14,Vivienda de la victima,Metodo Desconocido
2019,Febrero,Valle del Cauca,Victimario Desconocido,37,Via urbana,Mutilada
2019,Febrero,Valle del Cauca,Victimario Desconocido,24,Via urbana,Baleada
2019,Febrero,Valle del Cauca,Victimario Desconocido,25,Vivienda de la victima,Apuñalada
2019,Febrero,Valle del Cauca,Victimario Desconocido,18,Via urbana,Apuñalada
2019,Febrero,Valle del Cauca,Sicario,29,Vivienda de la victima,Baleada
2019,Febrero,Valle del Cauca,Delincuencia organizada,59,Zona rural,Baleada
2019,Febrero,Valle del Cauca,Conyuge,26,Vivienda de la victima,Baleada
2019,Febrero,Valle del Cauca,Familiar,56,Vivienda de la victima,Baleada
2019,Febrero,Valle del Cauca,Sicario,37,Via urbana,Baleada
2019,Febrero,Valle del Cauca,Victimario Desconocido,30,Transporte publico,Baleada
2019,Febrero,Atlantico,Victimario Desconocido,32,Vivienda de la victima,Apuñalada
2019,Febrero,Atlantico,Victimario Desconocido,32,Vivienda de la victima,Apuñalada
2019,Febrero,Atlantico,Victimario Desconocido,34,Vivienda de la victima,Metodo Desconocido
2019,Febrero,Atlantico,Sicario,14,Vivienda de la victima,Baleada
2019,Febrero,Atlantico,Conocido,30,Vivienda de la victima,Baleada
2019,Febrero,Atlantico,Exnovio,23,Via rural,Metodo Desconocido
2019,Febrero,Antioquia,Victimario Desconocido,27,Lugar Desconocido,Baleada
2019,Febrero,Antioquia,Victimario Desconocido,21,Lugar Desconocido,Baleada
2019,Febrero,Antioquia,Victimario Desconocido,59,Lugar Desconocido,Apuñalada
2019,Febrero,Antioquia,Victimario Desconocido,15,Lugar Desconocido,Baleada
2019,Febrero,Antioquia,Victimario Desconocido,35,Vivienda de la victima,Metodo Desconocido
2019,Febrero,Santander,Compañero permanente,29,Vivienda de la victima,Apuñalada
2019,Febrero,Santander,Victimario Desconocido,15,Vivienda de la victima,Baleada
2019,Febrero,Santander,Familiar,19,Lugar Desconocido,Estrangulada
2019,Febrero,Quindio,Victimario Desconocido,26,Vivienda de la victima,Metodo Desconocido
2019,Febrero,Quindio,Sicario,27,Vivienda de un tercero,Baleada
2019,Febrero,Quindio,Victimario Desconocido,57,Lugar Desconocido,Metodo Desconocido
2019,Febrero,Norte de Santander,Victimario Desconocido,29,Vivienda de la victima,Baleada
2019,Febrero,Norte de Santander,Victimario Desconocido,32,Lugar Desconocido,Baleada
2019,Febrero,Norte de Santander,Victimario Desconocido,35,Lugar Desconocido,Metodo Desconocido
2019,Febrero,Cauca,Victimario Desconocido,23,Zona verde urbana,Baleada
2019,Febrero,Cauca,Excompañero permanente,27,Lugar Desconocido,Apuñalada
2019,Febrero,Cauca,Sicario,31,Lugar de trabajo de la victima,Baleada
2019,Febrero,Bolivar,Victimario Desconocido,25,Lugar Desconocido,Metodo Desconocido
2019,Febrero,Bolivar,Victimario Desconocido,30,Via urbana,Baleada
2019,Febrero,Bolivar,Compañero permanente,37,Hotel,Apuñalada
2019,Febrero,Tolima,Victimario Desconocido,65,Lugar Desconocido,Apuñalada
2019,Febrero,Tolima,Victimario Desconocido,16,Lugar Desconocido,Metodo Desconocido
2019,Febrero,Nariño,Victimario Desconocido,51,Vivienda de la victima,Estrangulada
2019,Febrero,Nariño,Sicario,26,Via urbana,Baleada
2019,Febrero,Huila,Conocido,25,Vivienda de un tercero,Estrangulada
2019,Febrero,Huila,Victimario Desconocido,29,Lugar Desconocido,Baleada
2019,Febrero,Cordoba,Victimario Desconocido,35,Via urbana,Apuñalada
2019,Febrero,Cordoba,Victimario Desconocido,24,Centro medico,Cortada
2019,Febrero,Caqueta,Compañero permanente,40,Vivienda de la victima,Apuñalada
2019,Febrero,Caqueta,Victimario Desconocido,41,Vivienda de la victima,Baleada
2019,Febrero,Boyaca,Novio,31,Zona rural,Apuñalada
2019,Febrero,Boyaca,Conyuge,27,Vivienda de la victima,Apuñalada
2019,Febrero,Meta,Victimario Desconocido,28,Vivienda de la victima,Baleada
2019,Febrero,Magdalena,Victimario Desconocido,61,Zona rural,Apuñalada
2019,Febrero,Bogota,Conocido,50,Lugar Desconocido,Baleada
2019,Marzo,Antioquia,Victimario Desconocido,36,Lugar Desconocido,Cortada
2019,Marzo,Antioquia,Victimario Desconocido,45,Lugar Desconocido,Baleada
2019,Marzo,Antioquia,Victimario Desconocido,26,Via urbana,Baleada
2019,Marzo,Antioquia,Sicario,36,Vivienda de la victima,Baleada
2019,Marzo,Antioquia,Victimario Desconocido,27,Lugar Desconocido,Metodo Desconocido
2019,Marzo,Antioquia,Banda criminal,32,Vivienda de la victima,Metodo Desconocido
2019,Marzo,Antioquia,Estructuras armadas,24,Vivienda de la victima,Baleada
2019,Marzo,Antioquia,Victimario Desconocido,35,Vivienda de la victima,Golpeada
2019,Marzo,Antioquia,Victimario Desconocido,41,Espacio publico deportivo,Golpeada
2019,Marzo,Valle del Cauca,Sicario,30,Vivienda de la victima,Baleada
2019,Marzo,Valle del Cauca,Sicario,51,Vivienda de la victima,Baleada
2019,Marzo,Valle del Cauca,Victimario Desconocido,27,Via urbana,Baleada
2019,Marzo,Valle del Cauca,Victimario Desconocido,18,Lugar Desconocido,Metodo Desconocido
2019,Marzo,Valle del Cauca,Victimario Desconocido,25,Via urbana,Metodo Desconocido
2019,Marzo,Valle del Cauca,Victimario Desconocido,23,Lugar Desconocido,Apuñalada
2019,Marzo,Valle del Cauca,Estructuras armadas,22,Vivienda de la victima,Baleada
2019,Marzo,Cauca,Sicario,31,En una calle del barrio de la victima,Baleada
2019,Marzo,Cauca,Victimario Desconocido,39,Lugar Desconocido,Baleada
2019,Marzo,Cauca,Victimario Desconocido,24,Lugar Desconocido,Baleada
2019,Marzo,Cauca,Compañero permanente,24,Local comercial,Apuñalada
2019,Marzo,Cauca,Compañero permanente,31,Vivienda de la victima,Baleada
2019,Marzo,Norte de Santander,Victimario Desconocido,56,Vivienda de la victima,Baleada
2019,Marzo,Norte de Santander,Victimario Desconocido,20,Vivienda de la victima,Apuñalada
2019,Marzo,Norte de Santander,Compañero permanente,15,Vivienda de la victima,Apuñalada
2019,Marzo,Santander,Novio,23,Vivienda de la victima,Baleada
2019,Marzo,Santander,Excompañero permanente,36,En una calle del barrio de la victima,Metodo Desconocido
2019,Marzo,Santander,Victimario Desconocido,26,Vivienda de la victima,Golpeada
2019,Marzo,Casanare,Compañero permanente,42,Vivienda de la victima,Apuñalada
2019,Marzo,Casanare,Victimario Desconocido,39,Lugar Desconocido,Metodo Desconocido
2019,Marzo,Sucre,Sicario,45,Lugar Desconocido,Baleada
2019,Marzo,Sucre,Conocido,28,En una calle del barrio de la victima,Apuñalada
2019,Marzo,Atlantico,Victimario Desconocido,41,Vivienda de la victima,Baleada
2019,Marzo,Quindio,Sicario,29,Vivienda de la victima,Baleada
2019,Marzo,Bolivar,Sicario,26,Via urbana,Baleada
2019,Marzo,Huila,Victimario Desconocido,17,Lugar Desconocido,Metodo Desconocido
2019,Marzo,Cordoba,Victimario Desconocido,22,Local comercial,Baleada
2019,Marzo,Meta,Sicario,14,Lugar Desconocido,Baleada
2019,Marzo,Bogota,Compañero permanente,28,Hotel,Apuñalada
2019,Abril,Antioquia,Sicario,36,Via urbana,Baleada
2019,Abril,Antioquia,Victimario Desconocido,25,Hotel,Apuñalada
2019,Abril,Antioquia,Victimario Desconocido,29,Otros lugares,Baleada
